0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,10000
0,0,0,35,39
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,10000,35
0,0,0,35,35,35
0,0,0,35,35,35
0,0,0,35,35,35
0,0,0,35,35,35
0,0,0,10000,35,35
0,0,0,35,35,35
0,0,0,35,35,10000
0,0,0,35,35,35
0,0,0,35,35,35
0,0,0,35,35,35
0,0,0,35,10000,35
0,0,0,10000,10000,10000
0,0,0,10000,10000,10000
0,0,0,10000
0,0,0,10000
0,0,0,10000
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35,35
0,0,0,35,35
0,0,0,10000,10000
0,0,0,35,10000
0,0,0,35,10000
0,0,0,35,35
0,0,0,35,35
0,0,0,35.0
0,0,0,35
0,0,0,35
0,0,0,10000
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,10000
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,35
0,0,0,10000
0,0,0,35
0,0,0,35,35
0,0,0,35,35
0,0,0,35,35
